1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,3,2,0,2,3,0,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,0,0,3,2,0,3,0,3,0,1,6,6,4,6,5,5,7,5,7,4,7,7,5,7,6,7,4,5,6,5,6,7,7,4,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,2,0,3,3,2,2,0,3,2,2,1,6,6,6,6,4,7,4,5,4,4,7,4,6,7,5,6,7,6,6,6,7,5,7,7,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,2,0,3,3,2,2,0,0,3,0,0,2,1,1,6,6,6,6,7,4,7,5,5,4,4,5,5,6,4,5,4,5,7,6,6,5,4,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,0,0,2,3,3,3,2,1,1,3,2,3,2,0,6,6,6,4,5,6,5,6,7,5,6,7,7,5,5,4,6,6,5,7,7,7,4
1,1,1,1,1,2,0,1,1,1,1,0,2,0,3,0,3,1,1,0,3,0,0,2,3,3,3,2,2,0,2,3,2,0,2,3,0,3,3,0,3,2,1,1,3,2,2,3,3,6,6,4,7,7,6,6,6,6,5,7,4,4,6,5,4,4,7,6,7,6,6,4
1,1,1,1,1,2,3,1,1,1,1,2,2,2,3,2,0,1,1,3,2,2,3,2,2,3,3,3,3,3,2,0,0,2,2,0,0,2,2,0,2,2,3,3,0,3,2,0,0,6,6,5,5,5,4,4,5,4,5,4,6,4,4,4,7,7,5,5,7,5,6,6
1,1,1,1,1,3,2,1,1,1,1,0,0,1,1,0,0,1,1,2,3,1,1,2,3,2,3,3,0,3,2,2,3,3,0,3,3,2,0,2,2,3,2,2,2,2,3,2,2,2,6,5,6,5,4,4,7,5,7,7,6,7,7,4,4,7,7,5,4,7,7,5
1,1,1,1,1,0,3,1,1,1,1,2,3,1,1,3,0,1,1,2,0,1,1,2,2,2,0,2,0,0,2,3,0,0,0,2,2,3,0,2,2,3,2,2,2,0,2,3,0,2,6,7,5,6,5,6,5,6,6,6,4,6,6,7,5,5,7,7,6,7,7,6
1,1,1,1,1,0,2,1,1,1,1,2,2,1,1,3,3,1,1,0,3,1,1,1,1,1,1,1,1,1,2,0,2,3,0,3,0,3,2,2,0,0,2,2,2,0,2,0,3,2,6,5,4,6,7,6,7,4,4,6,4,5,4,7,6,4,5,5,6,5,7,4
1,1,1,1,1,0,3,1,1,1,1,3,0,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,2,0,3,2,3,3,3,3,3,0,2,2,2,2,2,0,0,0,0,2,2,5,4,6,7,7,6,6,4,7,5,6,4,4,4,5,4,7,6,5,6,6
1,1,1,1,1,3,2,2,2,3,2,2,3,2,0,3,2,1,1,2,2,1,1,0,10,0,1,0,2,2,2,0,0,0,0,0,2,3,2,0,3,0,0,2,2,0,2,0,2,2,2,7,5,4,4,4,6,4,6,6,7,6,6,7,5,7,6,7,6,5,4,4
1,1,1,1,1,0,0,2,3,3,3,3,2,2,0,3,2,1,1,3,3,1,1,0,10,10,10,10,10,10,2,3,0,0,3,0,2,2,2,0,1,1,3,2,2,2,0,2,0,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,1,1,3,3,1,1,20,8,10,10,8,10,10,10,10,2,2,2,2,2,2,2,3,1,1,3,2,2,3,0,2,3,2,2,2,2,2,2,2,2,2,6,7,6,6,6,6,6,6,6,6,6,4,6,6
1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,2,1,1,3,2,1,1,20,10,8,10,10,10,10,2,0,0,0,2,3,2,0,3,0,3,3,0,2,2,0,3,3,0,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
1,1,1,1,1,0,3,0,2,0,0,0,2,1,1,2,3,0,0,2,0,1,1,20,10,10,10,10,10,10,3,2,0,2,3,3,0,0,2,2,2,3,3,3,2,2,0,3,3,3,0,2,3,0,3,3,3,2,3,3,0,0,0,2,2,2,2,2,6,6,6,6
1,1,1,1,1,3,0,2,3,2,2,0,0,1,1,0,0,2,3,2,3,1,1,20,10,10,10,11,10,10,2,0,3,0,0,2,0,0,0,3,0,3,3,0,3,0,2,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0,2,1,0,2,0,2,2,2,0,2
1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,2,2,2,2,3,2,2,2,3,0,3,3,2,3,0,0,2,3,2,3,3,0,3,3,2,3,2,0,3,3,2,0,2,3,3,2,2,2,2,2,3
